age_group,education,gender,nationality,electoral_district,unit,EKRE,Eesti 200,Hard to say,Isamaa,Keskerakond,Mitte ükski erakond,Other,Parempoolsed,Reformierakond,Rohelised,SDE,N
25-34,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,1,0,0,0,0,0,1,0,1,3
25-34,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1,0,0,0,0,0,0,0,0,0,0,1
25-34,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,0,0,0,2,1,0,0,6,0,0,10
25-34,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,5,0,0,1,1,0,0,5,2,0,15
25-34,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,1,1,1,1,0,0,0,0,0,0,5
25-34,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,1,0,0,0,0,0,0,0,0,0,1
25-34,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,1,0,0,0,0,0,0,2,0,0,4
25-34,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,1,3,1,0,2,0,0,8
25-34,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,3,1,0,0,2,0,0,1,1,1,9
25-34,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,0,1,1,0,0,0,0,0,0,0,0,2
25-34,Higher education,Male,Estonian,Tartu linn,Tartu linn,2,2,0,0,0,4,1,0,3,0,0,12
25-34,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,0,0,0,1,0,0,1
25-34,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,0,1,0,0,0,0,0,0,0,1,3
25-34,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,2,0,0,0,0,0,2
25-34,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,1,1,0,1,1,0,0,0,0,0,4
25-34,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,1,1,0,0,0,1,0,0,0,0,0,3
25-34,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,1,1,0,0,2,1,0,0,0,0,0,5
25-34,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,0,0,0,0,0,1,1
25-34,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,2,4,1,0,1,3,0,0,0,0,0,11
25-34,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,1,0,0,0,0,0,0,0,0,1
25-34,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,1,1,0,0,1,1,0,0,1,0,0,5
25-34,Higher education,Male,Other,Pärnumaa,Pärnumaa,0,0,0,0,1,0,0,0,0,0,0,1
25-34,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,0,0,0,1,0,1,3
25-34,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,1,0,0,2,0,0,1,0,0,4
25-34,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,2,0,2,1,0,0,0,0,0,0,5
25-34,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2,3,0,0,0,3,0,0,7,1,2,18
25-34,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1,0,0,1,0,1,0,0,0,0,0,3
25-34,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,1,0,1,0,1,0,0,0,1,0,0,4
25-34,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,0,0,0,0,0,2,2
25-34,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1,0,0,0,1,0,0,0,0,0,0,2
25-34,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1,0,0,0,0,0,0,0,0,0,0,1
25-34,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,0,1,0,0,3,0,0,0,0,0,5
25-34,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,1,0,0,1,0,0,0,0,0,2
25-34,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,0,2,1,0,2,0,0,0,0,1,7
25-34,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,1,2,0,1,1,0,0,0,0,1,6
25-34,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,1,1,2,1,0,0,1,0,0,6
25-34,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,0,0,1,1
25-34,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,2,0,1,1,0,0,2,1,0,8
25-34,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,0,0,1,1
25-34,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,1,1,1,2,0,3,1,0,3,0,0,12
25-34,Secondary education,Female,Estonian,Tartu linn,Tartu linn,0,0,2,2,2,1,0,0,3,1,0,11
25-34,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,2,1,0,0,1,0,0,0,0,0,4
25-34,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,1,0,0,1,1,0,0,1,0,0,4
25-34,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,1,0,1,1,0,0,0,0,1,5
25-34,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,2,0,1,0,0,0,0,0,1,4
25-34,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,1,0,0,1,0,0,0,0,0,2
25-34,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,0,4,0,2,3,0,0,0,0,0,10
25-34,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,1,0,0,0,0,0,0,1
25-34,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,0,0,0,1,1,0,0,0,0,0,3
25-34,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,2,0,2,3,0,0,1,1,2,11
25-34,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,1,0,0,0,0,1,0,0,0,0,1,3
25-34,Secondary education,Female,Other,Pärnumaa,Pärnumaa,0,0,0,0,1,1,0,0,0,0,0,2
25-34,Secondary education,Female,Other,Tartu linn,Tartu linn,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,1,0,2,4
25-34,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,1,0,1,1,0,0,3,0,0,6
25-34,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,5,0,0,0,2,1,0,0,1,0,9
25-34,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1,3,1,1,0,5,0,0,4,1,0,16
25-34,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,1,0,0,2,0,3,0,0,0,0,0,6
25-34,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,2,0,0,0,0,0,0,0,1,0,0,3
25-34,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,1,2,0,2,0,0,0,0,0,5
25-34,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,2,0,1,0,2,0,0,0,0,0,0,5
25-34,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,2,2,0,0,0,1,0,0,1,1,1,8
25-34,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,3,0,0,1,0,1,0,0,0,0,0,5
25-34,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,2,0,0,1,0,3,1,0,1,0,0,8
25-34,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,3,2,0,2,0,3,0,0,2,0,0,12
25-34,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,1,3,0,0,2,0,0,3,0,1,11
25-34,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,1,1,1,2,1,0,0,2,0,0,9
25-34,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,1,0,0,1
25-34,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,3,2,0,1,2,0,0,4,0,0,13
25-34,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,3,0,1,1,0,2,0,0,5,1,2,15
25-34,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,1,3,0,0,0,0,0,3,0,0,7
25-34,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,4,2,0,1,1,2,1,0,1,0,0,12
25-34,Secondary education,Male,Estonian,Tartu linn,Tartu linn,1,2,1,3,1,4,0,0,6,0,0,18
25-34,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,1,0,0,1,0,0,1,0,0,3
25-34,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,2,0,1,0,0,1,0,0,0,1,0,5
25-34,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,0,1,0,0,0,0,2
25-34,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,1,0,0,0,0,0,2
25-34,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,3,1,0,0,1,3,0,0,2,0,1,11
25-34,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,2,0,0,1,3,0,0,0,0,0,7
25-34,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,3,0,0,0,0,0,3
25-34,Secondary education,Male,Other,Tartu linn,Tartu linn,0,0,1,0,0,0,0,0,0,0,0,1
25-34,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,1,0,0,1
35-44,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,1,0,0,0,1,0,0,0,0,0,2
35-44,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,3,0,1,0,1,1,0,0,4,0,0,10
35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,1,0,0,0,0,0,0,0,0,0,0,1
35-44,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,0,2,0,0,0,0,0,2
35-44,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,1,0,0,0,0,3,4
35-44,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1,0,0,0,0,1,0,0,0,0,0,2
35-44,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,0,0,0,0,2,0,0,0,0,0,3
35-44,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,2,1,0,1,0,0,0,0,0,0,0,4
35-44,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Female,Estonian,Tartu linn,Tartu linn,0,0,1,0,0,1,0,0,0,0,0,2
35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,0,1,0,0,0,0,0,0,0,0,2
35-44,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,1,0,0,1,0,0,0,0,0,3
35-44,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,1,1,0,0,0,0,0,2
35-44,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,1
35-44,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,2,0,0,0,0,0,0,2
35-44,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,1,0,0,0,0,0,2
35-44,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,1,0,1,0,1,0,0,0,0,0,0,3
35-44,Basic education,Female,Other,Pärnumaa,Pärnumaa,0,0,1,0,0,1,0,0,0,0,0,2
35-44,Basic education,Female,Other,Tartu linn,Tartu linn,0,0,0,0,0,2,0,0,0,0,0,2
35-44,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,1,0,0,1,0,0,0,0,0,2
35-44,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,1,0,0,0,1,1,0,0,0,0,2,5
35-44,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,1,1,0,0,4,0,0,6
35-44,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,3,0,2,0,1,0,0,0,1,0,0,7
35-44,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,1,1,0,0,0,0,0,2
35-44,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,0,1,0,0,0,1,2
35-44,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,1,1,0,2,0,0,0,0,0,4
35-44,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,1,0,0,0,0,0,0,1,0,0,2
35-44,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,1,0,0,0,0,0,2
35-44,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,0,2,0,0,2,0,0,1,0,0,6
35-44,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,0,0,0,0,1,0,0,2
35-44,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,1,0,0,0,0,0,0,0,1,0,0,2
35-44,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,1,0,0,0,0,0,1,0,0,2
35-44,Basic education,Male,Estonian,Tartu linn,Tartu linn,0,1,1,0,0,1,0,0,1,0,0,4
35-44,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1,0,0,0,0,0,0,0,0,0,0,1
35-44,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,1,0,1,0,0,0,0,0,0,0,3
35-44,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,2,0,0,2
35-44,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,0,0,0,0,0,0,1
35-44,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Basic education,Male,Other,Tartu linn,Tartu linn,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,2,0,0,3
35-44,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,1,0,0,0,2,0,0,6,0,0,9
35-44,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1,4,1,1,0,2,0,1,3,1,0,14
35-44,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,3,3,2,0,7,0,2,14,2,0,33
35-44,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,1,0,0,0,1,0,0,1,0,0,3
35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,0,0,0,0,0,0,1,0,0,1
35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,0,0,0,1,0,0,1
35-44,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,1,0,0,0,1,0,0,2,0,0,4
35-44,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,1,0,0,1,0,0,1,0,0,3
35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,1,0,0,0,1,0,0,1,0,0,3
35-44,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,1,0,1,0,1,0,0,1,0,0,4
35-44,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0,1
35-44,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,2,1,2,0,2,0,0,8,0,2,18
35-44,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,4,3,0,0,2,0,0,10,0,0,20
35-44,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,3,1,0,0,2,0,0,6
35-44,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,1,0,0,2,0,1,4
35-44,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,2,2,0,0,2,0,0,1,0,1,8
35-44,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,2,0,0,2,0,0,1,0,0,6
35-44,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,3,1,0,0,1,0,0,2,0,2,9
35-44,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,3,0,1,1,0,0,0,0,6,0,1,12
35-44,Higher education,Female,Estonian,Tartu linn,Tartu linn,2,2,3,0,1,3,0,0,2,1,5,19
35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,0,0,0,0,0,1,1
35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,1,0,0,0,0,0,0,0,0,1
35-44,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,1,0,0,0,0,0,1,0,0,2
35-44,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,4,0,0,0,5,0,0,0,1,0,0,10
35-44,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,1,0,0,0,0,0,0,0,0,1
35-44,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,1,2
35-44,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,2,3,0,2,1,1,0,0,0,0,9
35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,2,0,0,2,2,0,0,1,0,1,9
35-44,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,0,1,0,0,0,1,0,0,0,0,0,2
35-44,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,1,0,0,0,0,0,0,2
35-44,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,2,0,4,0,4,7,0,0,1,0,1,19
35-44,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,1,0,0,0,0,1,0,0,0,2
35-44,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,0,0,0,0,0,0,1,1
35-44,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,2,0,3,2,0,0,0,0,1,8
35-44,Higher education,Female,Other,Pärnumaa,Pärnumaa,0,0,0,0,0,0,0,0,0,0,1,1
35-44,Higher education,Female,Other,Tartu linn,Tartu linn,0,0,1,0,2,1,0,0,0,0,0,4
